TamanhoDaEntrada,ShellSort,QuickSort,Algoritmo1,Algoritmo2
100,0.00001069134057008794,0.00000983603332448090,0.00000684245796485628,0.00000042765362280352
1000,0.00015951480130571203,0.00012145362887619898,0.00009023491441154220,0.00000171061449121407
10000,0.00249108235283048960,0.00147454969142652860,0.00126585472349841190,0.00014540223175319597
100000,0.03261029935325942400,0.01658526279956601700,0.01229033746575029100,0.00015267234334085576
10,0.00000042765362280352,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00000898072607887387,0.00000898072607887387,0.00000555949709644573,0.00000042765362280352
1000,0.00015010642160403465,0.00011760474627096733,0.00008809664629752462,0.00000171061449121407
10000,0.00230120414430572780,0.00149165583633866930,0.00134411533647145560,0.00014198100277076784
100000,0.03125420971534947200,0.01773479573766187400,0.01199825004137548800,0.00015224468971805223
10,0.00000085530724560704,0.00000042765362280352,0.00000085530724560704,0.00000000000000000000
100,0.00000898072607887387,0.00000855307245607035,0.00000513184347364221,0.00000000000000000000
1000,0.00014925111435842763,0.00011674943902536029,0.00008809664629752462,0.00000213826811401759
10000,0.00246713374995349280,0.00125003153945468190,0.00116706673663079940,0.00011760474627096733
100000,0.03194914685240518600,0.01680849799066945500,0.01424129329297993800,0.00017448267810383516
10,0.00000085530724560704,0.00000085530724560704,0.00000042765362280352,0.00000000000000000000
100,0.00001069134057008794,0.00001026368694728442,0.00000684245796485628,0.00000042765362280352
1000,0.00018089748244588791,0.00013770446654273264,0.00010135390860443365,0.00000213826811401759
10000,0.00281011195544191360,0.00167982343037221680,0.00131973907997165510,0.00015908714768290852
100000,0.03481186020345193600,0.01725753429461314800,0.01306738409838428100,0.00018773994041074420
10,0.00000042765362280352,0.00000085530724560704,0.00000042765362280352,0.00000000000000000000
100,0.00000983603332448090,0.00001026368694728442,0.00000641480434205276,0.00000042765362280352
1000,0.00015181703609524872,0.00011674943902536029,0.00008852429992032812,0.00000171061449121407
10000,0.00231317844574422620,0.00142023768133048180,0.00134112176111183090,0.00014240865639357134
100000,0.03268342812275882400,0.01654933989525052300,0.01406039581053404900,0.00018560167229672662
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00001026368694728442,0.00000983603332448090,0.00000727011158765980,0.00000042765362280352
1000,0.00015994245492851556,0.00012102597525339546,0.00009023491441154220,0.00000171061449121407
10000,0.00253427536873364510,0.00147925388127736710,0.00124447204235823600,0.00013257262306909043
100000,0.03568512890121671600,0.01674306698638051600,0.01420964692489247800,0.00020741200705970601
10,0.00000042765362280352,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00001026368694728442,0.00001026368694728442,0.00000684245796485628,0.00000042765362280352
1000,0.00017704859984065625,0.00013599385205151858,0.00010178156222723717,0.00000213826811401759
10000,0.00280840134095069980,0.00166699382168811130,0.00134454299009425920,0.00016208072304253315
100000,0.03590579817058333500,0.02025624149771141100,0.01455390809124930900,0.00020099720271765325
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00001069134057008794,0.00001111899419289146,0.00000641480434205276,0.00000085530724560704
1000,0.00018218044331429846,0.00014155334914796430,0.00010049860135882663,0.00000213826811401759
10000,0.00284175832352937410,0.00165929605647764810,0.00131931142634885150,0.00015566591870048039
100000,0.04155553018144060600,0.01825054600676291600,0.01605668292178087000,0.00017576563897224570
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00001111899419289146,0.00001069134057008794,0.00000684245796485628,0.00000042765362280352
1000,0.00017619329259504923,0.00013855977378833968,0.00010263686947284421,0.00000213826811401759
10000,0.00293113793069530930,0.00149165583633866930,0.00133513461039258170,0.00013342793031469747
100000,0.03815482857290702900,0.01678925357764329500,0.01465397903898533200,0.00020912262155092009
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000042765362280352
100,0.00001026368694728442,0.00001026368694728442,0.00000684245796485628,0.00000042765362280352
1000,0.00014925111435842763,0.00011888770713937787,0.00008895195354313164,0.00000171061449121407
10000,0.00232643570805113550,0.00140270388279553760,0.00132914745967333250,0.00013257262306909043
100000,0.03391122167382772800,0.01667335944586354300,0.01412582681482298800,0.00017362737085822812
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00001026368694728442,0.00001069134057008794,0.00000684245796485628,0.00000042765362280352
1000,0.00017790390708626329,0.00013727681291992913,0.00010135390860443365,0.00000213826811401759
10000,0.00278744631343332730,0.00166357259270568320,0.00133898349299781330,0.00016379133753374723
100000,0.03460487585001503100,0.01850585521957661500,0.01475789886932658700,0.00021297150415615173
10,0.00000042765362280352,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00001069134057008794,0.00000983603332448090,0.00000940837970167739,0.00000085530724560704
1000,0.00018132513606869145,0.00013128966220067988,0.00008382011006948943,0.00001368491592971256
10000,0.00273398961058288770,0.00156649522032928480,0.00128509913652457010,0.00013984273465675022
100000,0.03308157364558890500,0.01803158735188751400,0.01445768602611851800,0.00034725474171645623
10,0.00000042765362280352,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00001026368694728442,0.00001026368694728442,0.00000898072607887387,0.00000085530724560704
1000,0.00017619329259504923,0.00013128966220067988,0.00008424776369229295,0.00001368491592971256
10000,0.00240041978479614390,0.00141596114510244660,0.00129579047709465810,0.00013941508103394672
100000,0.03715796797815203200,0.01700692927165028600,0.01450943211447774200,0.00042722596918071403
10,0.00000042765362280352,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00000983603332448090,0.00000983603332448090,0.00000898072607887387,0.00000042765362280352
1000,0.00017491033172663866,0.00013128966220067988,0.00008424776369229295,0.00001368491592971256
10000,0.00271175162219710470,0.00159386505218870980,0.00127868433218251740,0.00013855977378833968
100000,0.03498035573083652100,0.01940905967093764500,0.01434478546969838800,0.00034982066345327732
10,0.00000042765362280352,0.00000085530724560704,0.00000085530724560704,0.00000042765362280352
100,0.00001026368694728442,0.00000983603332448090,0.00000940837970167739,0.00000085530724560704
1000,0.00017662094621785274,0.00013043435495507284,0.00008424776369229295,0.00001368491592971256
10000,0.00270405385698664150,0.00169265303905632230,0.00128424382927896320,0.00013855977378833968
100000,0.03537251410294734600,0.01973108284890869400,0.01430501368277766100,0.00035024831707608088
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000042765362280352
100,0.00000983603332448090,0.00001026368694728442,0.00000898072607887387,0.00000085530724560704
1000,0.00017833156070906682,0.00013128966220067988,0.00008382011006948943,0.00001411256955251608
10000,0.00270661977872346240,0.00168324465935464510,0.00128809271188419480,0.00017148910274421053
100000,0.03246361416063781700,0.01695090664706302300,0.01446966032755701500,0.00034811004896206330
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00000983603332448090,0.00001026368694728442,0.00000898072607887387,0.00000085530724560704
1000,0.00017790390708626329,0.00013257262306909043,0.00008424776369229295,0.00001368491592971256
10000,0.00269464547728496400,0.00167768516225819920,0.00128467148290176680,0.00017277206361262108
100000,0.03359390268570751300,0.01754277926102309300,0.01318113996205001700,0.00034896535620767031
10,0.00000085530724560704,0.00000085530724560704,0.00000042765362280352,0.00000000000000000000
100,0.00000940837970167739,0.00000983603332448090,0.00000855307245607035,0.00000085530724560704
1000,0.00014839580711282059,0.00011247290279732511,0.00006842457964856281,0.00001111899419289146
10000,0.00223705610088520020,0.00144461393783028220,0.00128680975101578440,0.00013941508103394672
100000,0.03694071993776784600,0.01986408312560058700,0.01433751535811072900,0.00034811004896206330
10,0.00000042765362280352,0.00000085530724560704,0.00000085530724560704,0.00000042765362280352
100,0.00000898072607887387,0.00000940837970167739,0.00000855307245607035,0.00000042765362280352
1000,0.00014754049986721355,0.00011290055642012863,0.00006842457964856281,0.00001154664781569497
10000,0.00222422649220109470,0.00144375863058467530,0.00128039494667373140,0.00013898742741114321
100000,0.03321286330778958100,0.01814234964019362600,0.01445469245075889200,0.00042423239382108937
10,0.00000042765362280352,0.00000128296086841055,0.00000042765362280352,0.00000000000000000000
100,0.00000983603332448090,0.00001026368694728442,0.00000983603332448090,0.00000085530724560704
1000,0.00015780418681449798,0.00011674943902536029,0.00007483938399061557,0.00001197430143849849
10000,0.00239614324856810870,0.00148695164648783050,0.00119956841196386670,0.00015609357232328390
100000,0.03311150939918514800,0.01731056334384078300,0.01356431760808197000,0.00042508770106669644
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00000983603332448090,0.00001026368694728442,0.00000898072607887387,0.00000085530724560704
1000,0.00017576563897224570,0.00017106144912140702,0.00009280083614836331,0.00001154664781569497
10000,0.00227811084867433810,0.00141809941321646420,0.00129536282347185470,0.00014027038827955376
100000,0.03298620688770372000,0.01674007341102089200,0.01400693910768361000,0.00037804580255830950
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00000940837970167739,0.00000983603332448090,0.00000898072607887387,0.00000042765362280352
1000,0.00015737653319169444,0.00011674943902536029,0.00007441173036781205,0.00001197430143849849
10000,0.00239614324856810870,0.00148994522184745500,0.00114397344099940950,0.00014967876798123114
100000,0.03268300046913602500,0.01678369408054684900,0.01431442206247934000,0.00034768239533925974
10,0.00000085530724560704,0.00000085530724560704,0.00000085530724560704,0.00000000000000000000
100,0.00000940837970167739,0.00001026368694728442,0.00000898072607887387,0.00000085530724560704
1000,0.00017533798534944220,0.00013086200857787637,0.00008382011006948943,0.00001368491592971256
10000,0.00270661977872346240,0.00167896812312660990,0.00128680975101578440,0.00017020614187579998
100000,0.03619018782974767200,0.01758853819866306900,0.01372083883402805600,0.00035281423881290198
